index	id	title	ref_count	references
43	bestiaire-v15-gundriver	Gundriver	8	lore :: Points de rencontre — Partie 5 :: s à bouffer les Alphas et Meneurs d’autres factions quand ils les capturent et qu’ils ont fait du mal à leurs meutes. PDF p Gardiens Nom de la Réalité : Murton Keens Age : «45 ans », ???? PDF p Affiliations : Crawlers : gundrivers (hell angels) Nationalité d’origine : Américaine Ethnie réelle : Loups-garous Grand meneur : Thorrunn Pouvoir du sang : sang primal Statut : Meneur de clan Murton Keens est un biker et un criminel endurci. Enfant, il était moqué et malmené par un certain Jason qui lui rappelait qu’il était roux, moche, puant, sans âme et gros et qu’il n’avait même pas de père. Après le déménagement de New-York pour San Francisco, p || lore :: Cartel de Sinaloa :: nt pas moins qu’en 2035, ce sont les cartels qui ont le plus d’argent encore actuellement, bien que sur le long terme, ça ne durera pas longtemps. p Ajoutons que le cartel n’a pas la main sur les gangs de motards, les « Gundrivers » qui sont les crawlers dominant les routes et le transport, énormément de mafias négocient avec, n’ayant aucune forme de vassalité, les crawlers bossent pour les plus offrants mais ne trahissent pas une fois un contrat accepté, ce qui complique souvent les affaires du Sinaloa. p D’un point de vue général, Le « Sinaloa » a une domination presque naturelle sur les gangs mexicains, moins par patriotisme ou même par c || lore :: Crawlers — Organisation générale :: s qu’on peut leur confier. En revanches, ils sont soit très équipés soit très augmentés pour posséder leur matériel toujours avec eux, car sans matériel, un méditech est presque inutile. p Les « pilotes » sont appelés « Gundrivers », ils sont les crawlers les plus mobiles, ils sont tous véhiculés et vu la taille de la Californie ou simplement Los Angeles, ce n’est pas un luxe d’en avoir dans une équipe. Les Gundrivers sont des receleurs, des transporteurs, des bikers ou des pilotes de « Go fast », pour le compte des Cartels. Ce sont des crawlers qu’on charge de l’acheminement d’une marchandise ou parfois de l’interception de cette dernière.  || lore :: DeathRunners (chiens) — Informations :: négalée pour ceux dotés des bons logiciels et des bonnes augmentations neurales. C’est un crawler extrêmement furtif, il est souvent en trio neurodiver très sensitif pour lui envoyer toutes les données pour un tir et un gundriver pour les dégager en vitesse ou poursuivre la cible en cas de fuite. p Les « mercenaires » que sont les trois types de « Deathrunners » sont assez différents, mais ils ont tous pour point commun d’être adaptés pour tuer une cible ou du moins, exercer la violence plus que tous les autres crawlers. || lore :: DeathRunners (chiens) — Organisation :: percutantes. p Il n’est plus question d’enquête et de discussion, comme pour les fixers, de choses virtuelles et informatiques comme les neurodivers, pas plus qu’il n’est question de commerce et transport comme avec les gundrivers, ici, rien d’idéologique, ce ne sont pas des neopunks et ils ne comptent rien soigner ou réparer comme le feraient des meditech… p Le Deathrunner est là pour tuer comme son nom l’indique, il va tuer, capturer, tabasser, torturer, ou éventuellement intimider dans sa version la plus soft de ses activités. Ce n’est pas un gentil, ce n’est pas un tendre. p Selon les contrats, il dépendra de différentes organisations :  || lore :: Gangs — Crawlers criminels :: ps, afin de faire le même boulot, les deux gangs étant ennemis, c’est aux chefs locaux et à eux seuls de savoir si l’honneur du gang passe devant sa survie. p L’autre catégorie de Crawler est celle des « bikers », les « Gundrivers », des transporteurs bien armés et bien agressifs pouvant tout convoyer en sécurité à travers les routes désertes de l’état de Californie. Tout comme les gangs étendus, chaque club possède des chapitres, en général les clubs ont plutôt des animosités entre eux qu’entre chapitres d’un même club, mais rien n’est jamais sûr. p Pour la Pègre, les gangs sont des armes, on en change si elles ne sont pas fiables ou désuèt || lore :: Gundrivers (corneille) — Informations :: lore-crawlers-gundrivers-informations Gundrivers (corneille) — Informations Organisations source_detaillee all TUC_organisations_crawlers_V2.docx Crawlers informations-1 Informations p Les « charognards » sont des Crawlers qui s’occupent plutôt du commerce et encore plus du transport, on les surnomme « corneilles » car ils rôdent plutôt autour des villes que dedans et sont à l’affut de la moindre chose laissée. On surnomme cette catégorie  || lore :: Gundrivers (corneille) — Organisation :: lore-crawlers-gundrivers-organisation Gundrivers (corneille) — Organisation Organisations source_detaillee all TUC_organisations_crawlers_V2.docx Crawlers organisation-1 Organisation p Les gundrivers ont souvent p Selon les contrats, il dépendra de différentes organisations : p Le Big Black Market p Tous les crawlers n’ont pas leurs accès à ces BBM, les accès sont sécurisés, on parle de hangars immenses ou de portions entières de métro qui
44	bestiaire-v15-fixer-crawler	Fixer Crawler	0	
45	bestiaire-v15-recuperateur-salvager	Récupérateur / Salvager	0	
46	bestiaire-v15-courier-contrebandier-crawler	Courier / contrebandier Crawler	0	
47	bestiaire-v15-cultiste-arme	Cultiste armé	0	
48	bestiaire-v15-garde-fanatique	Garde fanatique	0	
49	bestiaire-v15-neocroise-de-l-auc	Néocroisé de l’AUC	0	
50	bestiaire-v15-neo-templier-de-l-auc	Néo-Templier de l’AUC	0	
51	bestiaire-v15-myrophore-de-l-auc	Myrophore de l’AUC	0	
52	bestiaire-v15-garde-suisse-pontifical	Garde suisse pontifical	1	lore :: Chrétienté unifiée — AUC et ordres secrets :: ster, afin de prouver que cette armée populeuse n’est pas dangereuse. Au contraire, s’il y a des troupes que même Ushkoll aurait à craindre, c’est plutôt dans les gardes pontificales et cardinalices. En premier lieu, la garde Suisse pontificale a prodigieusement augmenté son entrainement, son équipement et parfait ses techniques avec les insurrections européennes, son budget étant prioritaire sur l’AUC et les autres gardes, ils sont mieux équipés que la majorité des corporations de sécurité, les officiers ont tous du Sehdiacraft sur mesure. La garde écossaise n’est pas en reste, si elle ne sert plus la royauté britannique, qui n’existe plus, elle sert la 
53	bestiaire-v15-garde-ecossais-de-la-couronne-pontificale	Garde écossais de la couronne pontificale	0	
54	bestiaire-v15-garde-cardinalice	Garde cardinalice	0	
55	bestiaire-v15-partisan-du-djyhad	Partisan du Djyhad	0	
56	bestiaire-v15-defenseur-du-grand-architecte	Défenseur du Grand Architecte	0	
57	bestiaire-v15-volontaire-de-protection-confessionnelle	Volontaire de protection confessionnelle	0	
58	bestiaire-v15-secouriste-logisticien-confessionnel	Secouriste / logisticien confessionnel	0	
59	bestiaire-v15-courtier-shaediri	Courtier Shaediri	0	
60	bestiaire-v15-garde-de-marche-shaediri	Garde de marché Shaediri	0	
61	bestiaire-v15-technicien-recuperateur-shaediri	Technicien-récupérateur Shaediri	0	
62	bestiaire-v15-extracteur-shaediri	Extracteur Shaediri	0	
63	bestiaire-v15-intermediaire-feeshri	Intermédiaire Feeshri	0	
64	bestiaire-v15-garde-feeshri-au-n-ud-bleu	Garde Feeshri au Nœud bleu	0	
65	bestiaire-v15-operateur-thalsios	Opérateur Thalsios	0	
66	bestiaire-v15-garde-de-communaute-thalsios	Garde de communauté Thalsios	0	
67	bestiaire-v15-marine-thalsios-hydro-atomus	Marine Thalsios Hydro-Atomus	0	
68	bestiaire-v15-pisteur-mo-sen	Pisteur Mo’sen	0	
69	bestiaire-v15-mercenaire-mo-sen-trius	Mercenaire Mo’sen Trius	0	
70	bestiaire-v15-chasseur-de-prime-mo-sen	Chasseur de prime Mo’sen	0	
71	bestiaire-v15-sniper-serys	Sniper Sérys	0	
72	bestiaire-v15-saboteur-serys	Saboteur Sérys	0	
73	bestiaire-v15-mercenaire-ad-rak	Mercenaire Ad’rak	0	
74	bestiaire-v15-veteran-lourd-ad-rak	Vétéran lourd Ad’rak	0	
75	bestiaire-v15-drone-de-reconnaissance-aidh-ancien	Drone de reconnaissance AIDH ancien	0	
76	bestiaire-v15-drone-de-combat-aidh-declassifie	Drone de combat AIDH déclassifié	0	
77	bestiaire-v15-drone-de-breche-aidh-ancien	Drone de brèche AIDH ancien	0	
78	bestiaire-v15-drone-de-confinement-aidh-ancien	Drone de confinement AIDH ancien	0	
79	bestiaire-v15-automate-de-recuperation-g-corporation	Automate de récupération G-corporation	0	
80	bestiaire-v15-sentinelle-biometrique-g-corporation	Sentinelle biométrique G-corporation	0	
81	bestiaire-v15-gardien-de-silcenter	Gardien de Silcenter	0	
82	bestiaire-v15-praticien-hds-de-l-union-elfique	Praticien HDS de l’Union Elfique	0	
83	bestiaire-v15-eclaireur-du-faucon-de-malachite	Éclaireur du Faucon de Malachite	0	
84	bestiaire-v15-thaumamedecin-du-serpentaire-de-citrine	Thaumamédecin du Serpentaire de Citrine	0	
85	bestiaire-v15-exorciste-de-l-aigle-de-larvikite	Exorciste de l’Aigle de Larvikite	0	
86	bestiaire-v15-veilleur-du-hibou-d-onyx	Veilleur du Hibou d’Onyx	0	
87	bestiaire-v15-runiste-whurten	Runiste whurten	0	
88	bestiaire-v15-garde-de-jade	Garde de Jade	0	
89	bestiaire-v15-contrebandier-ashyll-du-syndicat-de-jade	Contrebandier ashyll du Syndicat de Jade	0	
90	bestiaire-v15-guerrier-de-la-horde-divine	Guerrier de la Horde Divine	0	
91	bestiaire-v15-sapeur-de-la-horde-des-cendres	Sapeur de la Horde des Cendres	0	
92	bestiaire-v15-technomage-azmenorien-servant-de-pluton	Technomage azménorien — Servant de Pluton	0	
93	bestiaire-v15-krovni-rytsari-chevalier-ecarlate	Krovni Rytsari — Chevalier écarlate	0	
94	bestiaire-v15-alghul-almalakiu-thanatologue-traqueur	Alghul Almalakiu — Thanatologue traqueur	0	
95	bestiaire-v15-oru-ayeraye-infiltrateur-masque	Oru Ayeraye — Infiltrateur masqué	0	
96	bestiaire-v15-ihuito-meztzi-duelliste-orageux	Ihuito Meztzi — Duelliste orageux	0	
97	bestiaire-v15-shi-hun-zhe-revelateur-de-l-equilibre	Shi Hun Zhe — Révélateur de l’Équilibre	0	
98	bestiaire-v15-gardien-du-pelage-gris	Gardien du Pelage Gris	0	
99	bestiaire-v15-chasseur-territorial-du-pelage-noir	Chasseur territorial du Pelage Noir	0	
100	bestiaire-v15-ulfhednar-du-pelage-blanc	Ulfhednar du Pelage Blanc	0	
101	bestiaire-v15-lame-vive-du-pelage-roux	Lame vive du Pelage Roux	0	
102	bestiaire-v15-mediateur-du-pelage-brun	Médiateur du Pelage Brun	0	
103	bestiaire-v15-devoreur-de-traces-du-pelage-dore	Dévoreur de Traces du Pelage Doré	0	
104	bestiaire-v15-grand-felin-tigre-de-l-angle-mort	Grand Félin — Tigre de l’angle mort	0	
105	bestiaire-v15-serpent-khinae-vipere-hemotoxique	Serpent Khinae — Vipère hémotoxique	0	
106	bestiaire-v15-renard-khinae-libre-faussaire-de-pistes	Renard Khinae libre — Faussaire de pistes	0	
107	bestiaire-v15-requin-khinae-predateur-des-courants	Requin Khinae — Prédateur des courants	0	
108	bestiaire-v15-bouda-chasseur-de-bande	Bouda — Chasseur de Bande	0	
109	bestiaire-v15-berserkir-homme-ours	Berserkir — Homme-Ours	0	
110	bestiaire-v15-crocodilien-khinae-fossile-d-embuscade	Crocodilien Khinae — Fossile d’embuscade	0	
111	bestiaire-v15-rapace-khinae-faucon-des-hauteurs	Rapace Khinae — Faucon des hauteurs	0	
112	bestiaire-v15-chat-khinae-intermediaire-entre-les-monstres	Chat Khinae — Intermédiaire entre les monstres	0	
113	bestiaire-v15-mage-kaharal-architetramancien-de-combat	Mage Kaharal — Architétramancien de combat	0	
114	bestiaire-v15-mage-meldir-scelleur-thaumamedecin	Mage Meldir — Scelleur thaumamédecin	0	
115	bestiaire-v15-mage-elinaeth-telekinete-divinatoire	Mage Elinaeth — Télékinète divinatoire	0	
116	bestiaire-v15-mage-mestherak-spectromancien-hematique	Mage Mestherak — Spectromancien hématique	0	
117	bestiaire-v15-mage-discella-illusionniste-skiamant	Mage Discella — Illusionniste skiamant	0	
118	bestiaire-v15-oracle-de-mephisto-tentateur-du-hasard	Oracle de Méphisto — Tentateur du Hasard	0	
119	bestiaire-v15-tourmenteur-de-satan-juge-des-fautes	Tourmenteur de Satan — Juge des fautes	0	
120	bestiaire-v15-legionnaire-de-baal-chevalier-de-guerre	Légionnaire de Baal — Chevalier de guerre	0	
121	bestiaire-v15-porte-aube-de-lucifer	Porte-aube de Lucifer	0	
122	bestiaire-v15-trone-d-arathim-enqueteur-de-la-loi	Trône d’Arathim — Enquêteur de la Loi	0	
123	bestiaire-v15-vertu-de-hazel-purificatrice-des-larmes	Vertu de Hazel — Purificatrice des Larmes	0	
124	bestiaire-v15-domination-de-graphiel-executeur	Domination de Graphiel — Exécuteur	0	
125	bestiaire-v15-aralim-de-metatron-architecte-renegat	Aralim de Metatron — Architecte renégat	0	
126	bestiaire-v15-sentinelle-d-erith	Sentinelle d’Erith	0	
127	bestiaire-v15-theanai-medecin-de-verite	Theanai — Médecin de Vérité	0	
128	bestiaire-v15-maitre-de-dratyn-foudre-originelle	Maître de Dratyn — Foudre originelle	0	
129	bestiaire-v15-gardien-du-conseil-de-la-foudre	Gardien du Conseil de la Foudre	0	
130	bestiaire-v15-voyageur-seratheen-de-sundosia	Voyageur serathéen de Sundosia	0	
131	bestiaire-v15-spectre-commun	Spectre commun	0	
132	bestiaire-v15-dame-blanche	Dame blanche	0	
133	bestiaire-v15-sluagh	Sluagh	1	lore :: Autres créatures :: s souvent assez peu de capacités d’action sur le monde des mortels ils s’acharnent à communiquer et essayer de voler des corps ou de l’énergie aux mortels. On trouve parmi eux « les spectres », « les dames blanches », « sluaghs », « lémures » ou bien encore les « Skinwalkers » pour ne citer que ceux-ci. Ils sont très généralement mal intentionnés et la force physique qu’ils n’ont pas est compensée par leur intelligence malsaine. p Les « immortels » p Il s’agit de créatures qui ont perdu la vie, sans parvenir à mourir, qui possède leur corps et leur âme mais ne sont plus de la même nature que leur espèce d’origine. Certains chasseurs class
134	bestiaire-v15-lemure	Lémure	1	lore :: Autres créatures :: ez peu de capacités d’action sur le monde des mortels ils s’acharnent à communiquer et essayer de voler des corps ou de l’énergie aux mortels. On trouve parmi eux « les spectres », « les dames blanches », « sluaghs », « lémures » ou bien encore les « Skinwalkers » pour ne citer que ceux-ci. Ils sont très généralement mal intentionnés et la force physique qu’ils n’ont pas est compensée par leur intelligence malsaine. p Les « immortels » p Il s’agit de créatures qui ont perdu la vie, sans parvenir à mourir, qui possède leur corps et leur âme mais ne sont plus de la même nature que leur espèce d’origine. Certains chasseurs classent les « Vam
135	bestiaire-v15-skinwalker	Skinwalker	1	lore :: Autres créatures :: r le monde des mortels ils s’acharnent à communiquer et essayer de voler des corps ou de l’énergie aux mortels. On trouve parmi eux « les spectres », « les dames blanches », « sluaghs », « lémures » ou bien encore les « Skinwalkers » pour ne citer que ceux-ci. Ils sont très généralement mal intentionnés et la force physique qu’ils n’ont pas est compensée par leur intelligence malsaine. p Les « immortels » p Il s’agit de créatures qui ont perdu la vie, sans parvenir à mourir, qui possède leur corps et leur âme mais ne sont plus de la même nature que leur espèce d’origine. Certains chasseurs classent les « Vampires » dans les « Immortels », mai
136	bestiaire-v15-vetala	Vetâla	1	pnj :: Svetalana KONSTANTINOVNA :: pnj-160-svetalana-konstantinovna Svetalana KONSTANTINOVNA Personnages TUC_Vérité_ les espèces surnaturelles.docx source_detaillee « Religieux » Angelus « Mashia'h » Angelus «38 ans » - Russe « Religieux » « Religieux » Angelus detailed « Religieux » pnj-160-s1 Dossier p Nom de la Réalité : Svetalana KONSTANTINOVNA Nom de la Vérité : « Mashia'h » Age : «38 ans » - Affiliations : « Religieux » Nationalité d’origine : Russe Ethnie rée
137	bestiaire-v15-holowraith-frag	Holowraith / Frag	0	
138	bestiaire-v15-pat	PAT	0	
139	bestiaire-v15-la-llorona	La Llorona	0	
140	bestiaire-v15-churel-chudail	Churel / Chudail	0	
141	bestiaire-v15-yurei	Yūrei	0	
142	bestiaire-v15-rusalka	Rusalka	0	
143	bestiaire-v15-duppy	Duppy	0	
144	bestiaire-v15-pocong	Pocong	0	
145	bestiaire-v15-squelette-anime	Squelette animé	0	
146	bestiaire-v15-zombie	Zombie	5	lore :: Autres créatures :: s ou des mécanismes magiques, comme ils sont vides, ils s’attaquent souvent aux vivants pour « compléter » ce vide, même s’ils n’ont généralement aucun moyen de retrouver une âme. Parmi les « cadavres », on trouve les « zombies », « les squelettes », les « strigoï », les « Wendigos », les « momies » et bien d’autres. p Les « fantômes » p Il s’agit de revenants immatériels, à l’opposés des « cadavres », il s’agit d’âmes privées de leurs corps, avec le plus souvent assez peu de capacités d’action sur le monde des mortels ils s’acharnent à communiquer et essayer de voler des corps ou de l’énergie aux mortels. On trouve parmi eux « les spectr || lore :: Daemons :: ssement, la Mort mais aussi la fin des souffrances. p Pouvoir offert : Les démons de Mammon ne peuvent pas mourir si leur Dieu ne leur accorde pas. (ils subissent néanmoins les dommages et finissent par ressembler à des zombies ou des squelettes) p Méphisto p Dieu de la magie, des chants, de la parole, de la chance, des illusions, de l’occulte et des sciences. Il incarne les pouvoirs et l’invisible les étrangers et les mots mais également le mensonge et les illusions. Il est nommé « Loki », « Brahma », « Ahriman » ou bien encore « Hécate » à travers les civilisations. Il est une figure de la duperie et du mensonge mais également des maléd || lore :: Vérité les chasseurs — Le chevalier :: 2 ans » - ??? Affiliations : « Chasseurs » et « Deathrunner » Nationalité d’origine : Maltaise Ethnie réelle : humaine Normal p Personnages liés : Normal p ? List Paragraph p ? List Paragraph le-baron Le baron p Roi des zombies Subtitle lhomoncule L’homoncule p L’ange déchu Subtitle || lore :: 1.11. Black Star :: on. -point vérité - Les factions extrales savent que c’est Alicie Starrogue une ancienne très haute gradée de l’AIDH qui fut tuée et ramenée à la vie par les ombres wolféennes. La black star est uniquement composée de « zombies de l’AIDH » ou d’humains terriens très compétents, chaque attaque effectuée vise à abattre un corps pour le faire être possédé, les gens autour sont seulement des dommages collatéraux ou des diversions. Il n’y a pas tant d’intervention qu’on ne l’imagine de fait, quoi qu’Alicia s’attaque aussi aux fanatiques de V’aagor, puisqu’elle est elle-même un fléau ancien très puissant de même nature que le roi des fléaux. On || lore :: Autres factions extrales :: ont morts, résistant à la possession et leur corps décéda, mais, pour une poignée, quelque chose les garda en vie et, hélas, la possession fut permise. Alicia Starrogue , désormais possédée par le fléau créant ces technozombies, arriva sur Terre on ne sait comment, avec quelques soldats. Si elles font profile bas, ces « ombres wolféenne » reste dans des corps de soldats d’élite de l’AIDH et sont en elles-mêmes des créatures très dangereuses, puisqu’elles peuvent corrompre et altérer de leurs ombres n’importe quel véhicule, arme ou équipement. p • Le huitième empire p Ce sont les survivants Losus du huitième empire Losus. Les losus sont pa
147	bestiaire-v15-holombie	Holombie	0	
148	bestiaire-v15-strygoi	Strygoï	7	lore :: Mloxol v'aagor :: ompre ses victimes aisément pour en faire des cultistes le temps de s’en nourrir. p Un vampire « Oshirique » ne peut pas consommer son propre sang ou celui d’un autre vampire Oshirique, pas sans devenir possiblement une strygoï noire, une des pires abominations pouvant naitre des vampires, ne créature de deux à quatre mètres dégoulinant de ténèbres qui aspire les fluides vitaux de tout ce qui bouge tant qu’il faut nuit, s’enterre le jour et recommence dès la nuit tombée. histoire-10 Histoire p Sur Aèr, les confréries d’assassins sont nombreuses, particulièrement chez les elfes noirs.Forcément, les expatriés de ce peuple ont importé leurs f || lore :: Vampires :: rps du sang vigoureux et le remplace par leur sang corrompu. Là encore, rien n’est certain, la majorité du temps, le corps ne s’anime pas. Parfois il s’anime mais seul l’instinct subsiste, le vampire inférieur est nommé strygoï, une bête sauvage, à l’inverse parfois, la créature qui se relève est faible bien que parfaitement intelligente, elle n’est qu’un Moroï, un esclave insignifiant. Quand un vampire en relève un autre, souvent, c’est en réveillant l’héritage génétique de Khinae que le rituel force à s’activer. p Le vampire a les yeux luisants, il voit clairement dans l’obscurité mais la lueur de ses yeux lui sert à torturer ses proies, || lore :: Vhodhal’nact'ru ::  souvent, au mieux, que des chevaliers, très temporairement puisqu’on les élimine très vite, le plus souvent, la faction récupère ce qu’elle peut et a donc bien plus de Moroï que de vrais vampires. Elle a encore plus de strygoî néanmoins car certains vampires véritables en deviennent à cause de la « famine blanche », en régressant. p Il existe une reine, mais elle est endormie, pour être plus précis, Xinya MING, la reine de la faction « Shì hun zhe », a décapité la reine et gardé sa tête, «l’ Elfenbeinblut » conserve le corps inanimé en espérant un jour retrouver le crane pour la ramener à la vie. p Bien qu’ils ne craignent pas les mêmes c || lore :: Ihuito Meztzi — K’uhul Ajaw et Ah’kin :: ilitaristes ou religieuses, un K’uhul ajaw » est un seigneur vampire qui a la main sur une des armées de la factio Ihuito, un Ah’kin est un prêtre qui a une communauté religieuse. En outre, l’Ihuito a de très nombreuses strygoï noires (des formes encore plus corrompues que les strygoï classiques), mais aussi d’autres revenants, en effet, l’Ihuito est une faction majoritairement portée sur les pouvoirs et la pureté du sang, plutôt que favoriser des Dhampires ou des Moroï (souvent purgés), ces vampires préfèrent asseoir leur maison sur des armées de morts-vivants exsangues mais aussi de Deimons ou de voyageurs corrompus. p Presque tous les K || lore :: Krovni Rytsari — maisons et système quinaire :: re possède une allégence à une maison princière, de la cour. Les mariages arrangés dans la krovni sont légion. Tous les membres de la krovni sont nobles, il n’y a pas de « roturiers » de la Krovni, ce sont les Moroïs et Strygoï qui servent cette place dans la société vampirique de la krovni. Tous étant noble, rattachée à une maison princière, même le plus pauvre des vampires est donc détenteur d’un certain pouvoir politique. p Comme énoncé, la fertilité des vampires est affreusement basse, quand un membre est tué, ne pouvant mourir de vieillesse, s’il n’a pas de descendant clairement nommé héritier, s’en suit un vote de ses vassaux directs || lore :: Les Cours vampiriques :: is ce n’est pas qu’un vampire corrompt un humain, c’est plutôt qu’un vampire corrompt l’héritage Khinae chez un humain le possédant. Un humain ne possédant pas cet héritage sera tué, son cadavre se relèvera néanmoins en strygoï généralement, parfois en Moroï. Ces créatures sont des revenants, des sous-vampires cadavériques qui possèdent soit la force physique d’un vampire pour les premières soit ses pouvoirs pour les seconds. p les Ombres, les garous, les atlantes, mages et autres, aucune créature la Terre n’a jamais été leur allié, bien au contraire, et maintenir un héritage culturel quand on subit génocide sur génocide n’est pas aisé. Po || lore :: Oru Ayeraye — histoire de la Cour des ténèbres :: ayinka, une jeune prêtresse des ténèbres, récolta en urgence le fluide au sol et le jeta dans un puit, de ce puit, chaque nuit, suintait de l’essence de N’sa’Aagor, elle y jeta des animaux et des Moroï, tous devenant de strygoï noires. Olayinka commença à boire elle-même la substance. Ainsi naquit le culte de la « Fontaine des Ténèbres », le culte vampirique le plus redoutable. p Elle s’imposa comme archevêque de ce culte naissant et motiva le jeune roi à lever ses guerriers contre l’oppresseur, Oluwasegun, l’empereur des Vampires. Pendant des siècles, le culte et la résistance furent synonyme, secrets, mineurs, mais petit à petit, Olayink
